metric,year,value.x,country.x,SAP.x,value.y,country.y,SAP.y
"Mortality rate, neonatal (per 1,000 live births)",2012,33.8,Angola,Has received IMF money,16.9,Namibia,Angola has received IMF money
"Mortality rate, neonatal (per 1,000 live births)",2013,32.7,Angola,Has received IMF money,16.8,Namibia,Angola has received IMF money
"Mortality rate, neonatal (per 1,000 live births)",2014,31.7,Angola,Has received IMF money,16.6,Namibia,Angola has received IMF money
"Mortality rate, neonatal (per 1,000 live births)",2015,30.8,Angola,Has received IMF money,16.4,Namibia,Angola has received IMF money
"Mortality rate, under-5 (per 1,000 live births)",2000,205.7,Angola,Has not received IMF money,77.1,Namibia,Angola has not received IMF money
"Mortality rate, under-5 (per 1,000 live births)",2001,199.7,Angola,Has not received IMF money,77.7,Namibia,Angola has not received IMF money
"Mortality rate, under-5 (per 1,000 live births)",2002,192.6,Angola,Has not received IMF money,78,Namibia,Angola has not received IMF money
"Mortality rate, under-5 (per 1,000 live births)",2003,184.8,Angola,Has not received IMF money,78.1,Namibia,Angola has not received IMF money
"Mortality rate, under-5 (per 1,000 live births)",2004,176.2,Angola,Has not received IMF money,77.5,Namibia,Angola has not received IMF money
"Mortality rate, under-5 (per 1,000 live births)",2005,166.8,Angola,Has not received IMF money,73.1,Namibia,Angola has not received IMF money
"Mortality rate, under-5 (per 1,000 live births)",2006,157.3,Angola,Has not received IMF money,67.4,Namibia,Angola has not received IMF money
"Mortality rate, under-5 (per 1,000 live births)",2007,147.7,Angola,Has not received IMF money,61.2,Namibia,Angola has not received IMF money
"Mortality rate, under-5 (per 1,000 live births)",2008,138.3,Angola,Has not received IMF money,54.1,Namibia,Angola has not received IMF money
"Mortality rate, under-5 (per 1,000 live births)",2009,129,Angola,Has received IMF money,50.7,Namibia,Angola has received IMF money
"Mortality rate, under-5 (per 1,000 live births)",2010,120.5,Angola,Has received IMF money,48.3,Namibia,Angola has received IMF money
"Mortality rate, under-5 (per 1,000 live births)",2011,112.5,Angola,Has received IMF money,47.6,Namibia,Angola has received IMF money
"Mortality rate, under-5 (per 1,000 live births)",2012,104.9,Angola,Has received IMF money,48,Namibia,Angola has received IMF money
"Mortality rate, under-5 (per 1,000 live births)",2013,98.4,Angola,Has received IMF money,46.6,Namibia,Angola has received IMF money
"Mortality rate, under-5 (per 1,000 live births)",2014,92.9,Angola,Has received IMF money,45.3,Namibia,Angola has received IMF money
"Mortality rate, under-5 (per 1,000 live births)",2015,88.1,Angola,Has received IMF money,44.9,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Belgium (current US$)",2000,1340000,Angola,Has not received IMF money,480000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Belgium (current US$)",2001,1660000,Angola,Has not received IMF money,340000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Belgium (current US$)",2002,1340000,Angola,Has not received IMF money,570000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Belgium (current US$)",2003,2760000,Angola,Has not received IMF money,1750000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Belgium (current US$)",2004,2450000,Angola,Has not received IMF money,1110000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Belgium (current US$)",2005,2510000,Angola,Has not received IMF money,6.00E+05,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Belgium (current US$)",2006,360000,Angola,Has not received IMF money,510000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Belgium (current US$)",2007,-6240000,Angola,Has not received IMF money,590000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Belgium (current US$)",2008,9.00E+05,Angola,Has not received IMF money,450000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Belgium (current US$)",2009,-550000,Angola,Has received IMF money,720000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Belgium (current US$)",2010,380000,Angola,Has received IMF money,570000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Belgium (current US$)",2011,1120000,Angola,Has received IMF money,8.00E+05,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Belgium (current US$)",2012,140000,Angola,Has received IMF money,850000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Belgium (current US$)",2013,170000,Angola,Has received IMF money,730000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Belgium (current US$)",2014,60000,Angola,Has received IMF money,2.00E+05,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Belgium (current US$)",2015,-230000,Angola,Has received IMF money,80000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Canada (current US$)",2000,3640000,Angola,Has not received IMF money,270000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Canada (current US$)",2001,2320000,Angola,Has not received IMF money,230000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Canada (current US$)",2002,2630000,Angola,Has not received IMF money,670000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Canada (current US$)",2003,5570000,Angola,Has not received IMF money,580000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Canada (current US$)",2004,4820000,Angola,Has not received IMF money,720000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Canada (current US$)",2005,4040000,Angola,Has not received IMF money,1540000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Canada (current US$)",2006,1390000,Angola,Has not received IMF money,1370000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Canada (current US$)",2007,4490000,Angola,Has not received IMF money,1900000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Canada (current US$)",2008,440000,Angola,Has not received IMF money,1140000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Canada (current US$)",2009,9.00E+05,Angola,Has received IMF money,680000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Canada (current US$)",2010,660000,Angola,Has received IMF money,5.00E+05,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Canada (current US$)",2011,1020000,Angola,Has received IMF money,1330000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Canada (current US$)",2012,2.00E+05,Angola,Has received IMF money,1.00E+05,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Canada (current US$)",2013,540000,Angola,Has received IMF money,630000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Canada (current US$)",2014,290000,Angola,Has received IMF money,170000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Canada (current US$)",2015,50000,Angola,Has received IMF money,-20000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",2000,36850000,Angola,Has not received IMF money,45210000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",2001,60460000,Angola,Has not received IMF money,26350000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",2002,62380000,Angola,Has not received IMF money,37350000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",2003,67630000,Angola,Has not received IMF money,24570000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",2004,76680000,Angola,Has not received IMF money,15360000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",2005,70290000,Angola,Has not received IMF money,5310000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",2006,48580000,Angola,Has not received IMF money,4820000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",2007,64860000,Angola,Has not received IMF money,27250000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",2008,49390000,Angola,Has not received IMF money,26600000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",2009,38900000,Angola,Has received IMF money,32590000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",2010,24390000,Angola,Has received IMF money,10810000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",2011,28100000,Angola,Has received IMF money,21510000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",2012,26510000,Angola,Has received IMF money,17040000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",2013,33160000,Angola,Has received IMF money,31190000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",2014,62120000,Angola,Has received IMF money,20140000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",2015,26900000,Angola,Has received IMF money,13740000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Finland (current US$)",2000,1290000,Angola,Has not received IMF money,6590000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Finland (current US$)",2001,2040000,Angola,Has not received IMF money,7060000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Finland (current US$)",2002,3160000,Angola,Has not received IMF money,7.00E+06,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Finland (current US$)",2003,3890000,Angola,Has not received IMF money,9600000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Finland (current US$)",2004,5260000,Angola,Has not received IMF money,5620000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Finland (current US$)",2005,2910000,Angola,Has not received IMF money,4.00E+06,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Finland (current US$)",2006,2410000,Angola,Has not received IMF money,4470000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Finland (current US$)",2007,2030000,Angola,Has not received IMF money,5610000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Finland (current US$)",2008,2400000,Angola,Has not received IMF money,6830000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Finland (current US$)",2009,2160000,Angola,Has received IMF money,5760000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Finland (current US$)",2010,1950000,Angola,Has received IMF money,3810000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Finland (current US$)",2011,1570000,Angola,Has received IMF money,4600000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Finland (current US$)",2012,1860000,Angola,Has received IMF money,5400000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Finland (current US$)",2013,950000,Angola,Has received IMF money,5240000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Finland (current US$)",2014,790000,Angola,Has received IMF money,5500000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Finland (current US$)",2015,530000,Angola,Has received IMF money,4270000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, France (current US$)",2000,7700000,Angola,Has not received IMF money,3120000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, France (current US$)",2001,5940000,Angola,Has not received IMF money,3220000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, France (current US$)",2002,9850000,Angola,Has not received IMF money,3040000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, France (current US$)",2003,14260000,Angola,Has not received IMF money,2930000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, France (current US$)",2004,21880000,Angola,Has not received IMF money,4260000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, France (current US$)",2005,9930000,Angola,Has not received IMF money,3440000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, France (current US$)",2006,-97090000,Angola,Has not received IMF money,1960000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, France (current US$)",2007,3240000,Angola,Has not received IMF money,2750000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, France (current US$)",2008,2920000,Angola,Has not received IMF money,1860000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, France (current US$)",2009,4150000,Angola,Has received IMF money,50130000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, France (current US$)",2010,4090000,Angola,Has received IMF money,420000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, France (current US$)",2011,4240000,Angola,Has received IMF money,-2490000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, France (current US$)",2012,5310000,Angola,Has received IMF money,-2170000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, France (current US$)",2013,5270000,Angola,Has received IMF money,-2040000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, France (current US$)",2014,5320000,Angola,Has received IMF money,-1800000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, France (current US$)",2015,4980000,Angola,Has received IMF money,-1560000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Germany (current US$)",2000,11320000,Angola,Has not received IMF money,24430000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Germany (current US$)",2001,9940000,Angola,Has not received IMF money,18410000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Germany (current US$)",2002,16480000,Angola,Has not received IMF money,18260000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Germany (current US$)",2003,13460000,Angola,Has not received IMF money,31840000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Germany (current US$)",2004,12950000,Angola,Has not received IMF money,33190000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Germany (current US$)",2005,12240000,Angola,Has not received IMF money,21440000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Germany (current US$)",2006,11350000,Angola,Has not received IMF money,13940000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Germany (current US$)",2007,12260000,Angola,Has not received IMF money,21180000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Germany (current US$)",2008,11650000,Angola,Has not received IMF money,22230000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Germany (current US$)",2009,8400000,Angola,Has received IMF money,36720000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Germany (current US$)",2010,7050000,Angola,Has received IMF money,24010000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Germany (current US$)",2011,5680000,Angola,Has received IMF money,68700000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Germany (current US$)",2012,4830000,Angola,Has received IMF money,43050000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Germany (current US$)",2013,4160000,Angola,Has received IMF money,26600000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Germany (current US$)",2014,4230000,Angola,Has received IMF money,23610000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Germany (current US$)",2015,2230000,Angola,Has received IMF money,49730000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Italy (current US$)",2000,7230000,Angola,Has not received IMF money,20000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Italy (current US$)",2001,11890000,Angola,Has not received IMF money,220000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Italy (current US$)",2002,7070000,Angola,Has not received IMF money,30000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Italy (current US$)",2003,28070000,Angola,Has not received IMF money,20000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Italy (current US$)",2004,8410000,Angola,Has not received IMF money,660000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Italy (current US$)",2005,11550000,Angola,Has not received IMF money,10000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Italy (current US$)",2006,-31360000,Angola,Has not received IMF money,330000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Italy (current US$)",2007,-30600000,Angola,Has not received IMF money,680000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Italy (current US$)",2008,32010000,Angola,Has not received IMF money,580000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Italy (current US$)",2009,1450000,Angola,Has received IMF money,910000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Italy (current US$)",2010,230000,Angola,Has received IMF money,10000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Italy (current US$)",2011,-6.00E+05,Angola,Has received IMF money,540000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Italy (current US$)",2012,1350000,Angola,Has received IMF money,10000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Italy (current US$)",2013,1330000,Angola,Has received IMF money,370000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Italy (current US$)",2014,1670000,Angola,Has received IMF money,2.00E+05,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Italy (current US$)",2015,1930000,Angola,Has received IMF money,20000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Japan (current US$)",2000,21470000,Angola,Has not received IMF money,5430000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Japan (current US$)",2001,20710000,Angola,Has not received IMF money,3210000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Japan (current US$)",2002,27210000,Angola,Has not received IMF money,3150000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Japan (current US$)",2003,33100000,Angola,Has not received IMF money,820000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Japan (current US$)",2004,25470000,Angola,Has not received IMF money,1200000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Japan (current US$)",2005,26300000,Angola,Has not received IMF money,390000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Japan (current US$)",2006,12410000,Angola,Has not received IMF money,1010000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Japan (current US$)",2007,23100000,Angola,Has not received IMF money,5740000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Japan (current US$)",2008,17750000,Angola,Has not received IMF money,9660000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Japan (current US$)",2009,6760000,Angola,Has received IMF money,39820000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Japan (current US$)",2010,37620000,Angola,Has received IMF money,40590000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Japan (current US$)",2011,11520000,Angola,Has received IMF money,25260000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Japan (current US$)",2012,13790000,Angola,Has received IMF money,-6660000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Japan (current US$)",2013,15170000,Angola,Has received IMF money,-4330000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Japan (current US$)",2014,8.00E+06,Angola,Has received IMF money,-3560000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Japan (current US$)",2015,197300000,Angola,Has received IMF money,-3850000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Norway (current US$)",2000,16590000,Angola,Has not received IMF money,7160000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Norway (current US$)",2001,17470000,Angola,Has not received IMF money,3710000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Norway (current US$)",2002,22200000,Angola,Has not received IMF money,3410000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Norway (current US$)",2003,24230000,Angola,Has not received IMF money,3810000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Norway (current US$)",2004,24760000,Angola,Has not received IMF money,2720000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Norway (current US$)",2005,20910000,Angola,Has not received IMF money,1630000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Norway (current US$)",2006,23390000,Angola,Has not received IMF money,1700000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Norway (current US$)",2007,21410000,Angola,Has not received IMF money,1670000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Norway (current US$)",2008,17790000,Angola,Has not received IMF money,10280000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Norway (current US$)",2009,17840000,Angola,Has received IMF money,-6730000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Norway (current US$)",2010,13220000,Angola,Has received IMF money,-2980000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Norway (current US$)",2011,13050000,Angola,Has received IMF money,2330000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Norway (current US$)",2012,12130000,Angola,Has received IMF money,2260000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Norway (current US$)",2013,9990000,Angola,Has received IMF money,1980000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Norway (current US$)",2014,12190000,Angola,Has received IMF money,1490000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Norway (current US$)",2015,6600000,Angola,Has received IMF money,1410000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Spain (current US$)",2000,16210000,Angola,Has not received IMF money,1130000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Spain (current US$)",2001,10210000,Angola,Has not received IMF money,2040000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Spain (current US$)",2002,13350000,Angola,Has not received IMF money,5770000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Spain (current US$)",2003,10840000,Angola,Has not received IMF money,4350000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Spain (current US$)",2004,9270000,Angola,Has not received IMF money,11110000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Spain (current US$)",2005,16130000,Angola,Has not received IMF money,7570000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Spain (current US$)",2006,-66540000,Angola,Has not received IMF money,7510000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Spain (current US$)",2007,17620000,Angola,Has not received IMF money,28450000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Spain (current US$)",2008,13570000,Angola,Has not received IMF money,15060000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Spain (current US$)",2009,20290000,Angola,Has received IMF money,11970000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Spain (current US$)",2010,5490000,Angola,Has received IMF money,8540000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Spain (current US$)",2011,2710000,Angola,Has received IMF money,4310000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Spain (current US$)",2012,5910000,Angola,Has received IMF money,950000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Spain (current US$)",2013,10000,Angola,Has received IMF money,480000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Spain (current US$)",2014,1750000,Angola,Has received IMF money,40000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Spain (current US$)",2015,-4910000,Angola,Has received IMF money,-2090000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Sweden (current US$)",2000,17120000,Angola,Has not received IMF money,21060000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Sweden (current US$)",2001,13370000,Angola,Has not received IMF money,8560000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Sweden (current US$)",2002,14120000,Angola,Has not received IMF money,9420000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Sweden (current US$)",2003,13960000,Angola,Has not received IMF money,9840000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Sweden (current US$)",2004,17300000,Angola,Has not received IMF money,9820000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Sweden (current US$)",2005,11150000,Angola,Has not received IMF money,5350000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Sweden (current US$)",2006,7200000,Angola,Has not received IMF money,8970000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Sweden (current US$)",2007,6650000,Angola,Has not received IMF money,4110000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Sweden (current US$)",2008,4960000,Angola,Has not received IMF money,2270000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Sweden (current US$)",2009,1940000,Angola,Has received IMF money,2510000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Sweden (current US$)",2010,1180000,Angola,Has received IMF money,3250000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Sweden (current US$)",2011,1400000,Angola,Has received IMF money,4860000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Sweden (current US$)",2012,1340000,Angola,Has received IMF money,5080000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Sweden (current US$)",2013,1200000,Angola,Has received IMF money,5170000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Sweden (current US$)",2014,1450000,Angola,Has received IMF money,1830000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Sweden (current US$)",2015,1220000,Angola,Has received IMF money,1080000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",2000,3490000,Angola,Has not received IMF money,230000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",2001,4320000,Angola,Has not received IMF money,180000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",2002,5910000,Angola,Has not received IMF money,480000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",2003,6900000,Angola,Has not received IMF money,360000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",2004,7100000,Angola,Has not received IMF money,660000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",2005,5110000,Angola,Has not received IMF money,670000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",2006,3510000,Angola,Has not received IMF money,530000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",2007,1620000,Angola,Has not received IMF money,730000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",2008,1380000,Angola,Has not received IMF money,160000,Namibia,Angola has not received IMF money
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",2009,670000,Angola,Has received IMF money,590000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",2010,4.00E+05,Angola,Has received IMF money,7.00E+05,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",2011,590000,Angola,Has received IMF money,670000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",2012,420000,Angola,Has received IMF money,940000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",2013,1230000,Angola,Has received IMF money,440000,Namibia,Angola has received IMF money
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",2014,150000,Angola,Has received IMF money,760000,Namibia,Angola has received IMF money
