"","metric","year","value.x","country.x","SAP.x","value.y","country.y","SAP.y"
"3431","Gross savings (% of GDP)",2006,43.4545834611134,"Angola","Has not received IMF money",36.2210904347977,"Namibia","Angola has not received IMF money"
"3432","Gross savings (% of GDP)",2007,41.4989704192505,"Angola","Has not received IMF money",28.6160670748109,"Namibia","Angola has not received IMF money"
"3433","Gross savings (% of GDP)",2008,38.6588583240985,"Angola","Has not received IMF money",27.0182736099986,"Namibia","Angola has not received IMF money"
"3434","Gross savings (% of GDP)",2009,27.6578678923736,"Angola","Has not received IMF money",16.9097181527728,"Namibia","Angola has not received IMF money"
"3435","Gross savings (% of GDP)",2010,36.9873433164284,"Angola","Has received IMF money",17.6185621121192,"Namibia","Angola has received IMF money"
"3436","Gross savings (% of GDP)",2011,37.8885498866507,"Angola","Has received IMF money",14.3199139363988,"Namibia","Angola has received IMF money"
"3437","Gross savings (% of GDP)",2012,37.2329993870824,"Angola","Has received IMF money",18.3409791605947,"Namibia","Angola has received IMF money"
"3438","Gross savings (% of GDP)",2013,32.0298819474387,"Angola","Has received IMF money",19.7556226771751,"Namibia","Angola has received IMF money"
"3439","Gross savings (% of GDP)",2014,29.9667207268001,"Angola","Has received IMF money",22.0791255311105,"Namibia","Angola has received IMF money"
"3440","Gross savings (% of GDP)",2015,25.021326466362,"Angola","Has received IMF money",15.0860852634657,"Namibia","Angola has received IMF money"
"3441","Gross savings (% of GNI)",2000,48.0554136813391,"Angola","Has not received IMF money",27.507417002891,"Namibia","Angola has not received IMF money"
"3442","Gross savings (% of GNI)",2001,17.5450639869731,"Angola","Has not received IMF money",22.4013089985455,"Namibia","Angola has not received IMF money"
"3443","Gross savings (% of GNI)",2002,32.3347229473668,"Angola","Has not received IMF money",25.9104162486673,"Namibia","Angola has not received IMF money"
"3444","Gross savings (% of GNI)",2003,28.8519074680264,"Angola","Has not received IMF money",24.850297661074,"Namibia","Angola has not received IMF money"
"3445","Gross savings (% of GNI)",2004,37.4981443079328,"Angola","Has not received IMF money",29.9180722084939,"Namibia","Angola has not received IMF money"
"3446","Gross savings (% of GNI)",2005,46.2278106695291,"Angola","Has not received IMF money",31.0201501604603,"Namibia","Angola has not received IMF money"
"3447","Gross savings (% of GNI)",2006,49.2649365420824,"Angola","Has not received IMF money",35.8013651462247,"Namibia","Angola has not received IMF money"
"3448","Gross savings (% of GNI)",2007,46.9674304953803,"Angola","Has not received IMF money",29.1576984219362,"Namibia","Angola has not received IMF money"
"3449","Gross savings (% of GNI)",2008,45.7464930430164,"Angola","Has not received IMF money",27.4666069581592,"Namibia","Angola has not received IMF money"
"3450","Gross savings (% of GNI)",2009,30.6304812356061,"Angola","Has not received IMF money",17.2346961583876,"Namibia","Angola has not received IMF money"
"3451","Gross savings (% of GNI)",2010,40.9379596857215,"Angola","Has received IMF money",18.3214123310139,"Namibia","Angola has received IMF money"
"3452","Gross savings (% of GNI)",2011,41.4874228354658,"Angola","Has received IMF money",14.7165919360938,"Namibia","Angola has received IMF money"
"3453","Gross savings (% of GNI)",2012,40.5317269432303,"Angola","Has received IMF money",19.1060172822127,"Namibia","Angola has received IMF money"
"3454","Gross savings (% of GNI)",2013,34.5304586799803,"Angola","Has received IMF money",19.8899998827601,"Namibia","Angola has received IMF money"
"3455","Gross savings (% of GNI)",2014,31.9044536972857,"Angola","Has received IMF money",22.1250055324142,"Namibia","Angola has received IMF money"
"3456","Gross savings (% of GNI)",2015,26.3616082993694,"Angola","Has received IMF money",15.1549961057664,"Namibia","Angola has received IMF money"
"3457","Gross savings (current LCU)",2000,35940331964.5833,"Angola","Has not received IMF money",7524882012.64261,"Namibia","Angola has not received IMF money"
"3458","Gross savings (current LCU)",2001,28542081745,"Angola","Has not received IMF money",6838060122.54424,"Namibia","Angola has not received IMF money"
"3459","Gross savings (current LCU)",2002,192142003569.8,"Angola","Has not received IMF money",9272317234.5499,"Namibia","Angola has not received IMF money"
"3460","Gross savings (current LCU)",2003,346261447709.383,"Angola","Has not received IMF money",9700467018.33679,"Namibia","Angola has not received IMF money"
"3461","Gross savings (current LCU)",2004,659844719312.809,"Angola","Has not received IMF money",12929738173.3712,"Namibia","Angola has not received IMF money"
"3462","Gross savings (current LCU)",2005,1327211170468.64,"Angola","Has not received IMF money",14102380665.9484,"Namibia","Angola has not received IMF money"
"3463","Gross savings (current LCU)",2006,1829334541804.24,"Angola","Has not received IMF money",19217098769.539,"Namibia","Angola has not received IMF money"
"3464","Gross savings (current LCU)",2007,2077577480738.59,"Angola","Has not received IMF money",17622602396.73,"Namibia","Angola has not received IMF money"
"3465","Gross savings (current LCU)",2008,2568244435837.4,"Angola","Has not received IMF money",18942648637.6355,"Namibia","Angola has not received IMF money"
"3466","Gross savings (current LCU)",2009,1542573534246.92,"Angola","Has not received IMF money",12718505967.2872,"Namibia","Angola has not received IMF money"
"3467","Gross savings (current LCU)",2010,2848636242762.05,"Angola","Has received IMF money",14552789329.9789,"Namibia","Angola has received IMF money"
"3468","Gross savings (current LCU)",2011,3978654587654.46,"Angola","Has received IMF money",12903325500.4262,"Namibia","Angola has received IMF money"
"3469","Gross savings (current LCU)",2012,4551715495870.76,"Angola","Has received IMF money",19599830697.9662,"Namibia","Angola has received IMF money"
"3470","Gross savings (current LCU)",2013,4226344061210.45,"Angola","Has received IMF money",24258233144.0919,"Namibia","Angola has received IMF money"
"3471","Gross savings (current LCU)",2014,4292390823830.63,"Angola","Has received IMF money",30637760467.6753,"Namibia","Angola has received IMF money"
"3472","Gross savings (current LCU)",2015,3490547816435.4,"Angola","Has received IMF money",22641588066.2889,"Namibia","Angola has received IMF money"
"3473","Gross savings (current US$)",2000,3579520329.57542,"Angola","Has not received IMF money",1084308195.14145,"Namibia","Angola has not received IMF money"
"3474","Gross savings (current US$)",2001,1293961879.64403,"Angola","Has not received IMF money",794273582.045282,"Namibia","Angola has not received IMF money"
"3475","Gross savings (current US$)",2002,4413993125.91718,"Angola","Has not received IMF money",879668070.863405,"Namibia","Angola has not received IMF money"
"3476","Gross savings (current US$)",2003,4641182416.35603,"Angola","Has not received IMF money",1282333340.16376,"Namibia","Angola has not received IMF money"
"3477","Gross savings (current US$)",2004,7898415867.01694,"Angola","Has not received IMF money",2001600410.75765,"Namibia","Angola has not received IMF money"
"3478","Gross savings (current US$)",2005,15227453822.5915,"Angola","Has not received IMF money",2217599526.04036,"Namibia","Angola has not received IMF money"
"3479","Gross savings (current US$)",2006,22761948357.6722,"Angola","Has not received IMF money",2837938236.65938,"Namibia","Angola has not received IMF money"
"3480","Gross savings (current US$)",2007,27084905642.9487,"Angola","Has not received IMF money",2501291963.08656,"Namibia","Angola has not received IMF money"
"3481","Gross savings (current US$)",2008,34228016267.9207,"Angola","Has not received IMF money",2292965748.03122,"Namibia","Angola has not received IMF money"
"3482","Gross savings (current US$)",2009,19445462449.002,"Angola","Has not received IMF money",1500938901.22228,"Namibia","Angola has not received IMF money"
"3483","Gross savings (current US$)",2010,30995207509.0234,"Angola","Has received IMF money",1987760111.72744,"Namibia","Angola has received IMF money"
"3484","Gross savings (current US$)",2011,42355491124.2102,"Angola","Has received IMF money",1777048312.29788,"Namibia","Angola has received IMF money"
"3485","Gross savings (current US$)",2012,47677918212.079,"Angola","Has received IMF money",2387311899.87408,"Namibia","Angola has received IMF money"
"3486","Gross savings (current US$)",2013,43788007675.3367,"Angola","Has received IMF money",2512478704.94266,"Namibia","Angola has received IMF money"
"3487","Gross savings (current US$)",2014,43665168132.524,"Angola","Has received IMF money",2823054213.94448,"Namibia","Angola has received IMF money"
"3488","Gross savings (current US$)",2015,29073192280.5331,"Angola","Has received IMF money",1757627994.80581,"Namibia","Angola has received IMF money"
"3489","Immunization, DPT (% of children ages 12-23 months)",2000,19,"Angola","Has not received IMF money",79,"Namibia","Angola has not received IMF money"
"3490","Immunization, DPT (% of children ages 12-23 months)",2001,26,"Angola","Has not received IMF money",78,"Namibia","Angola has not received IMF money"
"3491","Immunization, DPT (% of children ages 12-23 months)",2002,27,"Angola","Has not received IMF money",77,"Namibia","Angola has not received IMF money"
"3492","Immunization, DPT (% of children ages 12-23 months)",2003,22,"Angola","Has not received IMF money",79,"Namibia","Angola has not received IMF money"
"3493","Immunization, DPT (% of children ages 12-23 months)",2004,19,"Angola","Has not received IMF money",81,"Namibia","Angola has not received IMF money"
"3494","Immunization, DPT (% of children ages 12-23 months)",2005,15,"Angola","Has not received IMF money",86,"Namibia","Angola has not received IMF money"
"3495","Immunization, DPT (% of children ages 12-23 months)",2006,8,"Angola","Has not received IMF money",86,"Namibia","Angola has not received IMF money"
"3496","Immunization, DPT (% of children ages 12-23 months)",2007,43,"Angola","Has not received IMF money",86,"Namibia","Angola has not received IMF money"
"3497","Immunization, DPT (% of children ages 12-23 months)",2008,41,"Angola","Has not received IMF money",83,"Namibia","Angola has not received IMF money"
"3498","Immunization, DPT (% of children ages 12-23 months)",2009,34,"Angola","Has not received IMF money",83,"Namibia","Angola has not received IMF money"
"3499","Immunization, DPT (% of children ages 12-23 months)",2010,52,"Angola","Has received IMF money",83,"Namibia","Angola has received IMF money"
"3500","Immunization, DPT (% of children ages 12-23 months)",2011,46,"Angola","Has received IMF money",82,"Namibia","Angola has received IMF money"
"3501","Immunization, DPT (% of children ages 12-23 months)",2012,52,"Angola","Has received IMF money",84,"Namibia","Angola has received IMF money"
"3502","Immunization, DPT (% of children ages 12-23 months)",2013,54,"Angola","Has received IMF money",89,"Namibia","Angola has received IMF money"
"3503","Immunization, DPT (% of children ages 12-23 months)",2014,55,"Angola","Has received IMF money",88,"Namibia","Angola has received IMF money"
"3504","Immunization, DPT (% of children ages 12-23 months)",2015,55,"Angola","Has received IMF money",92,"Namibia","Angola has received IMF money"
"3505","Immunization, measles (% of children ages 12-23 months)",2000,32,"Angola","Has not received IMF money",69,"Namibia","Angola has not received IMF money"
"3506","Immunization, measles (% of children ages 12-23 months)",2001,60,"Angola","Has not received IMF money",58,"Namibia","Angola has not received IMF money"
"3507","Immunization, measles (% of children ages 12-23 months)",2002,59,"Angola","Has not received IMF money",68,"Namibia","Angola has not received IMF money"
"3508","Immunization, measles (% of children ages 12-23 months)",2003,44,"Angola","Has not received IMF money",70,"Namibia","Angola has not received IMF money"
"3509","Immunization, measles (% of children ages 12-23 months)",2004,43,"Angola","Has not received IMF money",70,"Namibia","Angola has not received IMF money"
"3510","Immunization, measles (% of children ages 12-23 months)",2005,21,"Angola","Has not received IMF money",73,"Namibia","Angola has not received IMF money"
"3511","Immunization, measles (% of children ages 12-23 months)",2006,21,"Angola","Has not received IMF money",63,"Namibia","Angola has not received IMF money"
"3512","Immunization, measles (% of children ages 12-23 months)",2007,58,"Angola","Has not received IMF money",69,"Namibia","Angola has not received IMF money"
"3513","Immunization, measles (% of children ages 12-23 months)",2008,48,"Angola","Has not received IMF money",73,"Namibia","Angola has not received IMF money"
"3514","Immunization, measles (% of children ages 12-23 months)",2009,46,"Angola","Has not received IMF money",76,"Namibia","Angola has not received IMF money"
"3515","Immunization, measles (% of children ages 12-23 months)",2010,62,"Angola","Has received IMF money",75,"Namibia","Angola has received IMF money"
"3516","Immunization, measles (% of children ages 12-23 months)",2011,57,"Angola","Has received IMF money",74,"Namibia","Angola has received IMF money"
"3517","Immunization, measles (% of children ages 12-23 months)",2012,65,"Angola","Has received IMF money",76,"Namibia","Angola has received IMF money"
"3518","Immunization, measles (% of children ages 12-23 months)",2013,59,"Angola","Has received IMF money",82,"Namibia","Angola has received IMF money"
"3519","Immunization, measles (% of children ages 12-23 months)",2014,56,"Angola","Has received IMF money",83,"Namibia","Angola has received IMF money"
"3520","Immunization, measles (% of children ages 12-23 months)",2015,51,"Angola","Has received IMF money",85,"Namibia","Angola has received IMF money"
"3521","Import unit value index (2000 = 100)",2000,100,"Angola","Has not received IMF money",100,"Namibia","Angola has not received IMF money"
"3522","Import unit value index (2000 = 100)",2001,96.51697199,"Angola","Has not received IMF money",97.83472091,"Namibia","Angola has not received IMF money"
"3523","Import unit value index (2000 = 100)",2002,97.14986147,"Angola","Has not received IMF money",96.87334001,"Namibia","Angola has not received IMF money"
"3524","Import unit value index (2000 = 100)",2003,102.0686268,"Angola","Has not received IMF money",102.4145245,"Namibia","Angola has not received IMF money"
"3525","Import unit value index (2000 = 100)",2004,107.9948077,"Angola","Has not received IMF money",109.1792541,"Namibia","Angola has not received IMF money"
"3526","Import unit value index (2000 = 100)",2005,110.5750621,"Angola","Has not received IMF money",112.6017835,"Namibia","Angola has not received IMF money"
"3527","Import unit value index (2000 = 100)",2006,116.0641792,"Angola","Has not received IMF money",117.5610628,"Namibia","Angola has not received IMF money"
"3528","Import unit value index (2000 = 100)",2007,125.3822817,"Angola","Has not received IMF money",124.6689663,"Namibia","Angola has not received IMF money"
"3529","Import unit value index (2000 = 100)",2008,137.1996681,"Angola","Has not received IMF money",137.5024941,"Namibia","Angola has not received IMF money"
"3530","Import unit value index (2000 = 100)",2009,128.5943101,"Angola","Has not received IMF money",130.8860938,"Namibia","Angola has not received IMF money"
"3531","Import unit value index (2000 = 100)",2010,134.6054473,"Angola","Has received IMF money",139.4628069,"Namibia","Angola has received IMF money"
"3532","Import unit value index (2000 = 100)",2011,151.3647564,"Angola","Has received IMF money",154.669014,"Namibia","Angola has received IMF money"
"3533","Import unit value index (2000 = 100)",2012,150.7227023,"Angola","Has received IMF money",153.4487392,"Namibia","Angola has received IMF money"
"3534","Import unit value index (2000 = 100)",2013,144.7245192,"Angola","Has received IMF money",148.1296863,"Namibia","Angola has received IMF money"
"3535","Import unit value index (2000 = 100)",2014,144.1801032,"Angola","Has received IMF money",146.887867,"Namibia","Angola has received IMF money"
"3536","Import unit value index (2000 = 100)",2015,132.8182248,"Angola","Has received IMF money",131.1644169,"Namibia","Angola has received IMF money"
"3537","Import value index (2000 = 100)",2000,100,"Angola","Has not received IMF money",100,"Namibia","Angola has not received IMF money"
"3538","Import value index (2000 = 100)",2001,104.5723684,"Angola","Has not received IMF money",99.82255202,"Namibia","Angola has not received IMF money"
"3539","Import value index (2000 = 100)",2002,123.6842105,"Angola","Has not received IMF money",94.85400871,"Namibia","Angola has not received IMF money"
"3540","Import value index (2000 = 100)",2003,180.2631579,"Angola","Has not received IMF money",127.7625423,"Namibia","Angola has not received IMF money"
"3541","Import value index (2000 = 100)",2004,191.8421053,"Angola","Has not received IMF money",154.5814486,"Namibia","Angola has not received IMF money"
"3542","Import value index (2000 = 100)",2005,274.7697368,"Angola","Has not received IMF money",166.3154057,"Namibia","Angola has not received IMF money"
"3543","Import value index (2000 = 100)",2006,288.7368421,"Angola","Has not received IMF money",186.1025972,"Namibia","Angola has not received IMF money"
"3544","Import value index (2000 = 100)",2007,449.375,"Angola","Has not received IMF money",227.1334086,"Namibia","Angola has not received IMF money"
"3545","Import value index (2000 = 100)",2008,690.1973684,"Angola","Has not received IMF money",280.0451686,"Namibia","Angola has not received IMF money"
"3546","Import value index (2000 = 100)",2009,745.3914474,"Angola","Has not received IMF money",321.342152,"Namibia","Angola has not received IMF money"
"3547","Import value index (2000 = 100)",2010,548.2523026,"Angola","Has received IMF money",359.4128085,"Namibia","Angola has received IMF money"
"3548","Import value index (2000 = 100)",2011,665.4078947,"Angola","Has received IMF money",425.4006775,"Namibia","Angola has received IMF money"
"3549","Import value index (2000 = 100)",2012,780.1611842,"Angola","Has received IMF money",468.2034522,"Namibia","Angola has received IMF money"
"3550","Import value index (2000 = 100)",2013,866.1508893,"Angola","Has received IMF money",488.7593483,"Namibia","Angola has received IMF money"
"3551","Import value index (2000 = 100)",2014,940.1404903,"Angola","Has received IMF money",549.9790691,"Namibia","Angola has received IMF money"
"3552","Import value index (2000 = 100)",2015,680.675561,"Angola","Has received IMF money",496.6544134,"Namibia","Angola has received IMF money"
"3553","Import volume index (2000 = 100)",2000,100,"Angola","Has not received IMF money",100,"Namibia","Angola has not received IMF money"
"3554","Import volume index (2000 = 100)",2001,108.3460932,"Angola","Has not received IMF money",102.0318258,"Namibia","Angola has not received IMF money"
"3555","Import volume index (2000 = 100)",2002,127.3128017,"Angola","Has not received IMF money",97.91549327,"Namibia","Angola has not received IMF money"
"3556","Import volume index (2000 = 100)",2003,176.6097611,"Angola","Has not received IMF money",124.750413,"Namibia","Angola has not received IMF money"
"3557","Import volume index (2000 = 100)",2004,177.6401194,"Angola","Has not received IMF money",141.5850016,"Namibia","Angola has not received IMF money"
"3558","Import volume index (2000 = 100)",2005,248.4915962,"Angola","Has not received IMF money",147.7022837,"Namibia","Angola has not received IMF money"
"3559","Import volume index (2000 = 100)",2006,248.7734322,"Angola","Has not received IMF money",158.3029216,"Namibia","Angola has not received IMF money"
"3560","Import volume index (2000 = 100)",2007,358.4039099,"Angola","Has not received IMF money",182.1892131,"Namibia","Angola has not received IMF money"
"3561","Import volume index (2000 = 100)",2008,503.0605234,"Angola","Has not received IMF money",203.6655192,"Namibia","Angola has not received IMF money"
"3562","Import volume index (2000 = 100)",2009,579.6457454,"Angola","Has not received IMF money",245.5128293,"Namibia","Angola has not received IMF money"
"3563","Import volume index (2000 = 100)",2010,407.3032061,"Angola","Has received IMF money",257.7123009,"Namibia","Angola has received IMF money"
"3564","Import volume index (2000 = 100)",2011,439.6055665,"Angola","Has received IMF money",275.0393672,"Namibia","Angola has received IMF money"
"3565","Import volume index (2000 = 100)",2012,517.6135858,"Angola","Has received IMF money",305.1204296,"Namibia","Angola has received IMF money"
"3566","Import volume index (2000 = 100)",2013,598.4824784,"Angola","Has received IMF money",329.9536781,"Namibia","Angola has received IMF money"
"3567","Import volume index (2000 = 100)",2014,652.0597983,"Angola","Has received IMF money",374.4210331,"Namibia","Angola has received IMF money"
"3568","Import volume index (2000 = 100)",2015,512.4865673,"Angola","Has received IMF money",378.650266,"Namibia","Angola has received IMF money"
"3569","Imports of goods and services (% of GDP)",2000,62.8612782697202,"Angola","Has not received IMF money",45.4180426204618,"Namibia","Angola has not received IMF money"
"3570","Imports of goods and services (% of GDP)",2001,74.946850958953,"Angola","Has not received IMF money",48.6339185428529,"Namibia","Angola has not received IMF money"
"3571","Imports of goods and services (% of GDP)",2002,48.2167466955221,"Angola","Has not received IMF money",49.3291004917838,"Namibia","Angola has not received IMF money"
"3572","Imports of goods and services (% of GDP)",2003,49.5798894342136,"Angola","Has not received IMF money",53.7725524417661,"Namibia","Angola has not received IMF money"
"3573","Imports of goods and services (% of GDP)",2004,45.1995788304369,"Angola","Has not received IMF money",42.9000780703901,"Namibia","Angola has not received IMF money"
"3574","Imports of goods and services (% of GDP)",2005,41.0646943598961,"Angola","Has not received IMF money",41.1047405016582,"Namibia","Angola has not received IMF money"
"3575","Imports of goods and services (% of GDP)",2006,31.1572958281252,"Angola","Has not received IMF money",42.3220712256404,"Namibia","Angola has not received IMF money"
"3576","Imports of goods and services (% of GDP)",2007,40.1542845215112,"Angola","Has not received IMF money",55.817517476383,"Namibia","Angola has not received IMF money"
"3577","Imports of goods and services (% of GDP)",2008,48.8896794334592,"Angola","Has not received IMF money",66.8530504752261,"Namibia","Angola has not received IMF money"
"3578","Imports of goods and services (% of GDP)",2009,63.6888393251959,"Angola","Has not received IMF money",73.1307975279188,"Namibia","Angola has not received IMF money"
"3579","Imports of goods and services (% of GDP)",2010,42.5805172359653,"Angola","Has received IMF money",60.6562070522037,"Namibia","Angola has received IMF money"
"3580","Imports of goods and services (% of GDP)",2011,39.3125594147723,"Angola","Has received IMF money",57.4750027198605,"Namibia","Angola has received IMF money"
"3581","Imports of goods and services (% of GDP)",2012,35.8599672014052,"Angola","Has received IMF money",60.1550707623781,"Namibia","Angola has received IMF money"
"3582","Imports of goods and services (% of GDP)",2013,36.0648463922967,"Angola","Has received IMF money",58.0499012574067,"Namibia","Angola has received IMF money"
"3583","Imports of goods and services (% of GDP)",2014,34.6378962589621,"Angola","Has received IMF money",63.4286626452509,"Namibia","Angola has received IMF money"
"3584","Imports of goods and services (% of GDP)",2015,33.1339212916755,"Angola","Has received IMF money",68.7264230903771,"Namibia","Angola has received IMF money"
"3585","Imports of goods and services (BoP, current US$)",2000,5738980000,"Angola","Has not received IMF money",1630025882.69605,"Namibia","Angola has not received IMF money"
"3586","Imports of goods and services (BoP, current US$)",2001,6697310000,"Angola","Has not received IMF money",1620986635.39218,"Namibia","Angola has not received IMF money"
"3587","Imports of goods and services (BoP, current US$)",2002,7082116361.74,"Angola","Has not received IMF money",1514454599.65737,"Namibia","Angola has not received IMF money"
"3588","Imports of goods and services (BoP, current US$)",2003,8801255130,"Angola","Has not received IMF money",2002348117.94111,"Namibia","Angola has not received IMF money"
"3589","Imports of goods and services (BoP, current US$)",2004,10634512711.3,"Angola","Has not received IMF money",2530477805.18387,"Namibia","Angola has not received IMF money"
"3590","Imports of goods and services (BoP, current US$)",2005,15144220833.7578,"Angola","Has not received IMF money",2694956234.98956,"Namibia","Angola has not received IMF money"
"3591","Imports of goods and services (BoP, current US$)",2006,16288817457.53,"Angola","Has not received IMF money",2973229935.66933,"Namibia","Angola has not received IMF money"
"3592","Imports of goods and services (BoP, current US$)",2007,26304709814.87,"Angola","Has not received IMF money",3613945446.26635,"Namibia","Angola has not received IMF money"
"3593","Imports of goods and services (BoP, current US$)",2008,43121530792.351,"Angola","Has not received IMF money",4684776470.92454,"Namibia","Angola has not received IMF money"
"3594","Imports of goods and services (BoP, current US$)",2009,41829350282.61,"Angola","Has not received IMF money",5058196939.03927,"Namibia","Angola has not received IMF money"
"3595","Imports of goods and services (BoP, current US$)",2010,35421222361.08,"Angola","Has received IMF money",5869022571.93034,"Namibia","Angola has received IMF money"
"3596","Imports of goods and services (BoP, current US$)",2011,43898332404.654,"Angola","Has received IMF money",6251688582.07664,"Namibia","Angola has received IMF money"
"3597","Imports of goods and services (BoP, current US$)",2012,45848189114.4545,"Angola","Has received IMF money",7027897692.63615,"Namibia","Angola has received IMF money"
"3598","Imports of goods and services (BoP, current US$)",2013,49393072408.3344,"Angola","Has received IMF money",6879559519.83486,"Namibia","Angola has received IMF money"
"3599","Imports of goods and services (BoP, current US$)",2014,53537918142.1493,"Angola","Has received IMF money",7637856379.39764,"Namibia","Angola has received IMF money"
"3600","Imports of goods and services (BoP, current US$)",2015,37968764912.5352,"Angola","Has received IMF money",7031650314.91915,"Namibia","Angola has received IMF money"
"3601","Imports of goods and services (constant 2010 US$)",2000,4267996118.3158,"Angola","Has not received IMF money",2978968350.23358,"Namibia","Angola has not received IMF money"
"3602","Imports of goods and services (constant 2010 US$)",2001,10941978660.9548,"Angola","Has not received IMF money",3404093280.77819,"Namibia","Angola has not received IMF money"
"3603","Imports of goods and services (constant 2010 US$)",2002,22834202903.1205,"Angola","Has not received IMF money",3613480645.64592,"Namibia","Angola has not received IMF money"
"3604","Imports of goods and services (constant 2010 US$)",2003,25046837164.4329,"Angola","Has not received IMF money",3993112907.0196,"Namibia","Angola has not received IMF money"
"3605","Imports of goods and services (constant 2010 US$)",2004,26832676652.9623,"Angola","Has not received IMF money",3595833706.25541,"Namibia","Angola has not received IMF money"
"3606","Imports of goods and services (constant 2010 US$)",2005,30039181511.7636,"Angola","Has not received IMF money",3629121288.67895,"Namibia","Angola has not received IMF money"
"3607","Imports of goods and services (constant 2010 US$)",2006,31946669537.0915,"Angola","Has not received IMF money",4221416565.75988,"Namibia","Angola has not received IMF money"
"3608","Imports of goods and services (constant 2010 US$)",2007,34374616423.8749,"Angola","Has not received IMF money",5581255594.01737,"Namibia","Angola has not received IMF money"
"3609","Imports of goods and services (constant 2010 US$)",2008,40620484227.3826,"Angola","Has not received IMF money",6623282063.16918,"Namibia","Angola has not received IMF money"
"3610","Imports of goods and services (constant 2010 US$)",2009,40427766592.5416,"Angola","Has not received IMF money",7624554238.37003,"Namibia","Angola has not received IMF money"
"3611","Imports of goods and services (constant 2010 US$)",2010,35682259098.1843,"Angola","Has received IMF money",6843350106.53991,"Namibia","Angola has received IMF money"
"3612","Imports of goods and services (constant 2010 US$)",2011,39589481387.0111,"Angola","Has received IMF money",6793470534.51086,"Namibia","Angola has received IMF money"
"3613","Imports of goods and services (constant 2010 US$)",2012,39554065387.2082,"Angola","Has received IMF money",8125234922.47526,"Namibia","Angola has received IMF money"
"3614","Imports of goods and services (constant 2010 US$)",2013,41285999311.6733,"Angola","Has received IMF money",8685349115.83314,"Namibia","Angola has received IMF money"
"3615","Imports of goods and services (constant 2010 US$)",2014,39156268358.9078,"Angola","Has received IMF money",10211386300.4813,"Namibia","Angola has received IMF money"
"3616","Imports of goods and services (constant 2010 US$)",2015,29793878813.0036,"Angola","Has received IMF money",11466013008.7596,"Namibia","Angola has received IMF money"
"3617","Imports of goods and services (constant LCU)",2000,59966550900,"Angola","Has not received IMF money",21809627700,"Namibia","Angola has not received IMF money"
"3618","Imports of goods and services (constant LCU)",2001,153737890600,"Angola","Has not received IMF money",24922053000,"Namibia","Angola has not received IMF money"
"3619","Imports of goods and services (constant LCU)",2002,3.20827e+11,"Angola","Has not received IMF money",26455020100,"Namibia","Angola has not received IMF money"
"3620","Imports of goods and services (constant LCU)",2003,351915136300,"Angola","Has not received IMF money",29234384400,"Namibia","Angola has not received IMF money"
"3621","Imports of goods and services (constant LCU)",2004,377006685500,"Angola","Has not received IMF money",26325823300,"Namibia","Angola has not received IMF money"
"3622","Imports of goods and services (constant LCU)",2005,422058984400,"Angola","Has not received IMF money",26569528400,"Namibia","Angola has not received IMF money"
"3623","Imports of goods and services (constant LCU)",2006,448859729900,"Angola","Has not received IMF money",30905841500,"Namibia","Angola has not received IMF money"
"3624","Imports of goods and services (constant LCU)",2007,482973069400,"Angola","Has not received IMF money",40861497100,"Namibia","Angola has not received IMF money"
"3625","Imports of goods and services (constant LCU)",2008,570729276100,"Angola","Has not received IMF money",48490382900,"Namibia","Angola has not received IMF money"
"3626","Imports of goods and services (constant LCU)",2009,568021538900,"Angola","Has not received IMF money",55820898300,"Namibia","Angola has not received IMF money"
"3627","Imports of goods and services (constant LCU)",2010,501345818300,"Angola","Has received IMF money",50101545400,"Namibia","Angola has received IMF money"
"3628","Imports of goods and services (constant LCU)",2011,556243395000,"Angola","Has received IMF money",49736367000,"Namibia","Angola has received IMF money"
"3629","Imports of goods and services (constant LCU)",2012,555745790200,"Angola","Has received IMF money",59486482500,"Namibia","Angola has received IMF money"
"3630","Imports of goods and services (constant LCU)",2013,580079951000,"Angola","Has received IMF money",63587191400,"Namibia","Angola has received IMF money"
"3631","Imports of goods and services (constant LCU)",2014,550156629600,"Angola","Has received IMF money",74759617200,"Namibia","Angola has received IMF money"
"3632","Imports of goods and services (constant LCU)",2015,418612412200,"Angola","Has received IMF money",83944992200,"Namibia","Angola has received IMF money"
"3633","Imports of goods and services (current LCU)",2000,57622482200,"Angola","Has not received IMF money",12084446500,"Namibia","Angola has not received IMF money"
"3634","Imports of goods and services (current LCU)",2001,147728337500,"Angola","Has not received IMF money",14555876200,"Namibia","Angola has not received IMF money"
"3635","Imports of goods and services (current LCU)",2002,3.20827e+11,"Angola","Has not received IMF money",17032279600,"Namibia","Angola has not received IMF money"
"3636","Imports of goods and services (current LCU)",2003,6.58887e+11,"Angola","Has not received IMF money",19573903400,"Namibia","Angola has not received IMF money"
"3637","Imports of goods and services (current LCU)",2004,8.89334e+11,"Angola","Has not received IMF money",17958706100,"Namibia","Angola has not received IMF money"
"3638","Imports of goods and services (current LCU)",2005,1.323249e+12,"Angola","Has not received IMF money",18615131700,"Namibia","Angola has not received IMF money"
"3639","Imports of goods and services (current LCU)",2006,1.311648e+12,"Angola","Has not received IMF money",22453974000,"Namibia","Angola has not received IMF money"
"3640","Imports of goods and services (current LCU)",2007,2.010258e+12,"Angola","Has not received IMF money",34374042900,"Namibia","Angola has not received IMF money"
