Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,18330000,3890000,,21960000,439993000,7770000,1440000,7174781.12,12896604.55,11258221.69,933926.55,5361404.91018144,4416553.94,617657.54,1642995.67,6275722.93524801,590218.3,2625653,2931096,
"Net secondary income (BoP, current US$)",BN.TRF.CURR.CD,27500000,90550000,31999000,98916664,6544342.23999999,26755297.71,-189965389.2,-221917723.12,-210065788.87,-370307138.61,-437692033.66,-1362247715.92145,-1762151982.12219,-2124020489.27046,-2210929194.70302,-833831315.864351,-454249457.87602,-468749565.05,-269381691.7,
"Reserves and related items (BoP, current US$)",BN.RES.INCL.CD,317847277.511662,-785593379.488084,-770141900.348379,-5756583.66794738,1956693038.62207,1437689164.22983,6973399469.05975,3104979591.13699,7183503715.35803,-5326383283.15636,5558086304.38929,8448917670.1662,3981174408.03166,33091311.4044265,-3430095247.55253,-2693890749.83477,526109716.604449,-4873535654.67814,-1515475183.9383,
"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,,,,-990000,2664000,1267025849.55,1439455260.52,2015419577.22,1757515638.31,490109724.9,270507746.86,52192360.85,-472459502.649626,249715798.74246,970909344.222005,-446218016.889951,-16634132.7257066,9124489.70549423,-3652764551.60403,
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-878620000,-2145470000,-1643393000,-3481071780,-1413991820,1523198987.12,228299945.92,1805123607.46,890672963.88,-2198545055.42,4567640566.41,5116413413.75765,2351103731.49811,8041583616.63461,-2770722210.78846,-10813085379.2657,452522618.92,8749300466.08991,5738205502.76495,
"Net errors and omissions (BoP, current US$)",BN.KAC.EOMS.CD,-50470000,-309130000,-67576614.74,-821891454.5,282215634.533749,-574188695.311929,266513336.777199,-1640997029.42668,-1235920457.72386,457377953.435673,239709966.069534,-17469749.4019201,-9975687194.70737,-4387265231.89379,-3829491334.31892,-1202080280.14006,-1804572977.31511,-118420622.830912,-1042258196.38498,
"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD,4881200000,3355140000,4567770678.17,4028055471,7643217554.4,15756173956.528,23084603431.746,30734729604.53,42931755130.519,18168010016.47,33927995188.52,47081836430.7582,47389426685.2801,41915531034.3135,30589613989.4168,12488593164.324,14548384197.7091,20150211603.7098,24959919442.242,
"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,2449010000,39510000,1452563748.26,908005425.5,3163257044.7,9142016030.83224,17057651830.29,18402195771.95,21121860427.389,-378203335.810001,16030508137.59,24144210612.8379,26025090817.047,20169149501.7639,7313313527.45261,-3531471369.03046,2642737292.90861,7341498049.76023,15501535712.0519,
"Net primary income (BoP, current US$)",BN.GSR.FCTY.CD,-1680860000,-1560990000,-1634656133.52,-1726480970,-2488563724.91,-4030888677.06,-6177867505.48,-7599027343.95,-13717547685.5,-6823141271.27,-8086861868.85,-9697326689.50557,-10421753673.915,-9900058900.8031,-8849901928.96056,-5907539217.71847,-5273683298.24336,-7505615632.61357,-7829547501.07234,
"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,763510000,-1736170000,-217670000,-1519490335,1403446296.56375,4571463956.17027,10957772272.3872,8947428456.57332,5971223099.84514,-7103015570.56432,7746598127.69954,13072527862.9191,3869914520.2424,3758422537.33644,-7575365934.85995,-11468646459.8181,-4889178222.22588,-748662117.734249,6363279418.89455,
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,8.71506365625718,-16.012978916934,-0.981927016546037,-4.03958224542819,2.89247684338395,13.8970921801467,20.4078149120781,16.2123883977719,8.12554754936237,-10.7693887074464,8.95703976588897,11.7046899595455,10.8089626800402,5.95792428066991,-2.57186260874095,-8.8411388918829,-3.05090780260243,-0.518217605550058,7.00003535283809,
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,795650000,-1430930000,-150093385.26,-719558880.5,681237662.030001,5137882651.4822,10689818935.61,10581250704.88,7194246953.019,-7571651745.69,7505954235.08,13084636207.4109,13841185161.0098,8145070111.69022,-3747517596.21103,-10272841902.6133,-3085195463.21077,-632867147.90334,7402606519.27953,
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,266290000,216060000,223507959.12,229849970,296009591.2,214905215.9,412666784.97,602671451.28,669453676,715962015.82,714458886,564261541.640106,2051320868.26326,2395965855.79732,2746615873.18541,1252909011.69,1176110313.56,961415276.24,681627015.492267,
"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,91220000,107910000,103330000,87272970,117850790,117326826.7,213745137.16,229900503.78,222451405,397064204.88,412737126,1377346692.17221,1753880543.19526,2166456294.79063,2207744010.95541,812370622.5,424453743.56,454053292.57,206066426.17,
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0,,0.654936894008732,0.538379759926489,3.3255530619869,0.593336776141396,0.363843876298165,1.39701397330902,2.90228628945416,0.00960517282549726,1.59956734606547,1.87194589599856,0.692273319488805,0.674103662375229,0.608591768433205,-0.675484609135249,0.269970928773071,1.10707725246831,0.00540341760721843,
"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,0,,100111000,95900000,783236000,219362057.12,190585085.92,911781455.46,2569643973.88,6753124.58,1340429383.96,2092642447.92077,886475740.615268,921566192.173228,886792456.704808,-784870216.626256,273005000,1352005056.9,5714167.48479243,
"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,5.05025060474834,1.88736629971036,0.584787266893706,0.364363502136098,0.808740068993949,1.09020744957561,1.96663061512724,1.67624088545092,1.14772724334731,0.691265589094131,0.789688914861105,0.762123690218602,0.717377414947164,0.721314169803529,0.453053211519499,0.846786954646549,4.70762419466415,7.07980013174289,5.50038858172367,
"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,11.5333750699211,11.1559265859988,14.3524871893281,22.842212376668,18.2695531738276,19.4408910380905,21.6574351606057,19.8127036351678,16.8066665212209,21.6778485332323,16.4683172428539,15.3333143984151,20.0339378361502,20.6285079430834,22.0990247895371,23.489127080099,24.6480311329444,22.5360819246006,32.9055946634768,
"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,7454210000,8281270000,8734464801.86,10539996160,13156086146.21,19200860208.5178,22611733343.4,34526294540.22,57261377694.671,48783824988,43642118667.18,53805471322.3596,56529763171.9595,60111411120.5794,63033383446.1602,44042657939.7134,31271502805.9801,36001581967.7029,34165372003.5361,
"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,5630000,430000,,,2495000,3378446.38,1366548.48,1173129.46,470000,20000,6378100,3185000,224315044.600047,212220137.27,252852819.11,264702200,212229720,221726875.72,246614994.79,
"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,2699470000,3518130000,3321997946.91,3321133958,4802728155.7,6790983179.28576,7511184833.276,12643245650.4,22139344808.87,19169414983.27,18754364334.22,23669885103.084,22144345920.1945,23062085372.0344,24957647236.6093,17276227851.2152,12616539042.2615,13793293931.8148,10089508253.0586,
"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,3039510000,3179180000,3760118414.83,5480121172,5831784555.6,8353237654.472,8777632624.254,13661464164.47,20982185983.481,22659935299.34,16666858026.86,20228447301.57,23703843194.26,26330987036.3,28580270905.54,20692537061.32,13040490877.77,14463243323.9856,15797847354.35,
"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.33601410647275,2.64714493210882,3.8495193523208,5.02328042499272,4.86101222953713,1.76156448708185,5.59684950645326,4.49475622497314,9.19274235294716,4.03802643260403,5.7986093861668,2.08934835226951,1.3667669912558,4.07009140115689,2.02363047166552,3.29842555484771,5.04007534316098,5.55069380630402,7.70156647064358,
"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,5738980000,6697310000,7082116361.74,8801255130,10634512711.3,15144220833.7578,16288817457.53,26304709814.87,43121530792.351,41829350282.61,35421222361.08,43898332404.654,45848189114.4545,49393072408.3344,53537918142.1493,37968764912.5352,25657029920.0315,28256537255.8004,25887355607.4086,
"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,1715230000,1583960000,1652348440.12,1738741030,2521573434.91,4056639374.76,6322915885.87,8221584725.35,14139846902.32,6954474705.39,8220896306.1,9907138917.70557,10681574057.505,10718338712.245,9495465304.01089,6073893027.17818,5614472885.94859,7745044711.90253,8278016396.12752,
"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,81.0803602188578,84.309562182182,81.2132061914574,71.7701436962032,76.0606945276413,77.707337025252,70.7790847178138,74.0162992544081,72.8528638824847,73.5928594450696,76.9433844561182,81.8152135590966,77.8819177576467,74.5800864859563,75.4242915272779,72.3656604104067,65.6042693292308,64.8334241373523,26.3065049681404,
Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,32.4959656911971,41.6361175932521,23.085715691937,19.773626814688,21.7624167652463,18.8467278553635,17.1730529801315,19.8478039714288,25.3773970573697,28.151635734932,23.4025768776382,21.8286186856867,17.9022609180175,17.8317706613607,18.2819241999795,15.9495732415412,13.1793153009977,12.1007302484466,10.1376195318278,
Cereal yield (kg per hectare),AG.YLD.CREL.KG,564.4,585.4,627.2,646.1,491.7,583.4,445.9,464.3,652.7,571.4,629.3,662.4,552,814.4,888.3,982,934.1,904.5,,
Surface area (sq. km),AG.SRF.TOTL.K2,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,
Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,99.28,100.65,103.22,103.93,93.4,102.5,104.1,109.65,114.56,116.54,123.19,126.28,130.47,137.03,137.33,139.12,139.14,,,
Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,62.63,71.14,80.82,86.75,93.45,101.73,104.82,117.75,127.41,159.41,168.65,184.53,152.82,206.96,176.78,181.06,192.85,,,
Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,52.49,62.91,74.33,81.74,93.39,101.57,105.04,120.55,129.68,171.29,181.21,200.84,158.31,227.12,188.98,193.89,208.66,,,
Cereal production (metric tons),AG.PRD.CREL.MT,519635,601120,733819,736542,742341,914886,723305,780963,754711,1056844,1181944,1412826,509545,1674598,1823436,2020111,2424333,2891266,,
"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,,,,,,,,,,,,,,,,,,,,
Urban land area (sq. km),AG.LND.TOTL.UR.K2,1427.029541,,,,,,,,,,1427.029541,,,,,,,,,
Rural land area (sq. km),AG.LND.TOTL.RU.K2,1248198.625,,,,,,,,,,1248198.625,,,,,,,,,
Land area (sq. km),AG.LND.TOTL.K2,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,,,1010,,,,,1010,,,,,1010,,1010,,,,,
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Forest area (% of land area),AG.LND.FRST.ZS,47.9088794417262,47.808774539785,47.7086696378439,47.6085678691746,47.5084629672335,47.4083580652924,47.3082531633512,47.2081482614101,47.1080464927408,47.0079415907997,46.9078366888586,46.8077317869175,46.7076268849763,46.6075251163071,46.5074202143659,46.4073153124248,46.3072104104837,,,
Forest area (sq. km),AG.LND.FRST.K2,597280,596031.9921875,594783.984375,593536.015625,592288.0078125,591040,589791.9921875,588543.984375,587296.015625,586048.0078125,584800,583551.9921875,582303.984375,581056.015625,579808.0078125,578560,577311.9921875,,,
Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,0.125723662,,,,,,,,,,0.125723662,,,,,,,,,
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,,,,,21.3064002990723,,,,,4.67199993133545,7.90999984741211,,,,,,,,,
"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,25.0499992370605,25.3419990539551,26.3199996948242,26.3540000915527,26.0590000152588,22.5799999237061,19.3279991149902,15.9569997787476,13.0629997253418,11.3549995422363,9.55599975585938,7.71799993515015,7.73199987411499,7.84800004959106,7.82999992370605,7.69500017166138,7.63800001144409,7.49200010299683,7.62200021743774,7.59499979019165
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,,,,,26.132999420166,,,,,2.82069993019104,10.8699998855591,,,,,,,,,
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,,,,,30.9573993682861,,,,,25.8122997283936,,10.0088996887207,,,2.55999994277954,,,,,
"Share of youth not in education, employment or training, male (% of male youth population)",SL.UEM.NEET.MA.ZS,,,,,22.3714008331299,,,,,20.2625999450684,,7.61299991607666,,,1.97000002861023,,,,,
"Share of youth not in education, employment or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,,,,,38.3443984985352,,,,,30.8455009460449,,12.2295999526978,,,3.10999989509583,,,,,
Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,,,,,17.8430004119873,,,,,9.14509963989258,,15.8050003051758,,,,,,,,
"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,,,,,13.6083002090454,,,,,10.7086000442505,,12.4598999023438,,,,,,,,
"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,,,,,26.7835006713867,,,,,5.82829999923706,,21.5860004425049,,,,,,,,
Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,,,,,31.3763999938965,,,,,6.69579982757568,,14.4979000091553,,,,,,,,
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,,,,,25.0531005859375,,,,,6.5398998260498,,11.3576002120972,,,,,,,,
"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,,,,,42.4490013122559,,,,,7.06549978256226,,19.7278003692627,,,,,,,,
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,,,,,15.8889999389648,,,,,6.11950016021729,,12.6399002075195,,,,,,,,
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,,,,,12.5994997024536,,,,,6.37540006637573,,6.92689990997314,,,,,,,,
"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,,,,,25.6158008575439,,,,,5.57630014419556,,20.8078002929688,,,,,,,,
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,53.2379989624023,53.7569999694824,55.4099998474121,55.7169990539551,55.1520004272461,47.2239990234375,40.2319984436035,33.1529998779297,27.3920001983643,23.9950008392334,20.5450000762939,16.92799949646,16.9479999542236,17.1520004272461,17.1620006561279,16.9340000152588,16.9769992828369,16.7329998016357,17.0639991760254,17.0949993133545
"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,,,,,54.3107986450195,,,,,9.1387996673584,19.4200000762939,,,,,,,,,
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,49.3310012817383,49.7350006103516,51.0320014953613,51.3139991760254,50.7820014953613,43.7490005493164,37.6559982299805,31.2910003662109,26.1480007171631,23.3190002441406,20.4249992370605,16.996000289917,16.9780006408691,17.1490001678467,17.1429996490479,16.8740005493164,17.0359992980957,16.7950000762939,17.1140003204346,17.2049999237061
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,,,,,51.1291007995605,,,,,11.4119997024536,17.6900005340576,,,,,,,,,
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,57.0859985351563,57.7120018005371,59.7089996337891,60.0309982299805,59.4259986877441,50.6180000305176,42.7470016479492,34.9700012207031,28.6060009002686,24.6550006866455,20.6620006561279,16.8610000610352,16.9190006256104,17.1550006866455,17.1800003051758,16.992000579834,16.9190006256104,16.6720008850098,17.0160007476807,16.988000869751
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,,,,,57.3372993469238,,,,,6.81239986419678,20.8600006103516,,,,,,,,,
"Labor force, total",SL.TLF.TOTL.IN,6728180,6958416,7206353,7464872,7737243,8022529,8308927,8611486,8932567,9272188,9623400,9968105,10327972,10700189,11084705,11481285,11882159,12295573,12728920,13183538
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,48.4670445796634,48.5218475009255,48.5589728951662,48.6331982651544,48.7253922359683,48.836794482139,48.9212385666645,49.0228864100807,49.1073730541288,49.1614816265589,49.2194442712555,49.2450370456571,49.2901510577294,49.3517357497143,49.4148197899719,49.4777544499592,49.5372347735794,49.5995103278229,49.6385239281887,49.67614156382
"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,,,,,,,,,,,,,,,,,,,,
"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,,,,,,,,,,,,,,,,,,,,
"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,,,,,,,,,,,,,,,,,,,,
Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,,,,,90.9940032958984,,,,,74.3974990844727,,84.371696472168,,,,,,,,
"Labor force with intermediate education, male (% of male working-age population with intermediate education)",SL.TLF.INTM.MA.ZS,,,,,92.7092971801758,,,,,78.2174987792969,,90.5170974731445,,,,,,,,
"Labor force with intermediate education, female (% of female working-age population with intermediate education)",SL.TLF.INTM.FE.ZS,,,,,87.5731964111328,,,,,67.4134979248047,,75.5117034912109,,,,,,,,
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,77.7210006713867,77.7470016479492,77.7969970703125,77.7900009155273,77.7649993896484,77.7200012207031,77.7249984741211,77.7080001831055,77.7160034179688,77.7649993896484,77.802001953125,77.8639984130859,77.9000015258789,77.9049987792969,77.8889999389648,77.8479995727539,77.8079986572266,77.7369995117188,77.6719970703125,77.6050033569336
"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,,,,,68.2534027099609,,,,,67.0166015625,77.2600021362305,86.6100006103516,,,52.8400001525879,,,,,
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,80.6839981079102,80.7160034179688,80.7969970703125,80.7529983520508,80.6620025634766,80.5189971923828,80.4970016479492,80.4229965209961,80.3919982910156,80.443000793457,80.4649963378906,80.5550003051758,80.5820007324219,80.5459976196289,80.4789962768555,80.3789978027344,80.3059997558594,80.1790008544922,80.0869979858398,79.9889984130859
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,,,,,74.4658966064453,,,,,73.85009765625,79.0299987792969,87.75,,,61.060001373291,,,,,
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,92.8821125000034,92.8712954203973,92.80543074443,92.8894321173019,93.0400859586116,93.262465242331,93.3276990604501,93.4620744899799,93.5528426119422,93.5519510234664,93.5897627961256,93.5311296438274,93.5556318455025,93.6520756915223,93.7698030903414,93.9038783017618,93.978035825644,94.1031886090141,94.1626037435068,94.2279602736201
Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,,,,,84.1722219410405,,,,,82.4964358325895,95.7358026455261,97.5156691678908,,,74.4022261438204,,,,,
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,74.9410018920898,74.9619979858398,74.984001159668,75.0110015869141,75.0479965209961,75.0940017700195,75.1259994506836,75.1650009155273,75.2089996337891,75.2559967041016,75.306999206543,75.3440017700195,75.3889999389648,75.4329986572266,75.4649963378906,75.4789962768555,75.4700012207031,75.4509963989258,75.4120025634766,75.3720016479492
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,,,,,62.6795997619629,,,,,60.923698425293,75.6600036621094,85.5699996948242,,,45.4300003051758,,,,,
Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,,,,,72.0031967163086,,,,,61.8390998840332,,68.3249969482422,,,,,,,,
"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,,,,,78.2304992675781,,,,,72.915901184082,,74.2110977172852,,,,,,,,
"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,,,,,63.1945991516113,,,,,45.4667015075684,,60.3526000976563,,,,,,,,
Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,,,,,88.9990997314453,,,,,69.1264038085938,,89.1063003540039,,,,,,,,
"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,,,,,90.6949005126953,,,,,82.2349014282227,,89.7556991577148,,,,,,,,
"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,,,,,84.3366012573242,,,,,51.6537017822266,,88.1939010620117,,,,,,,,
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,78.1949996948242,78.2210006713867,78.2580032348633,78.2480010986328,78.2249984741211,78.1880035400391,78.2089996337891,78.2099990844727,78.2259979248047,78.2720031738281,78.3059997558594,78.3669967651367,78.4020004272461,78.4069976806641,78.3919982910156,78.3519973754883,78.3130035400391,78.2470016479492,78.1940002441406,78.1380004882813
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,80.5950012207031,80.6289978027344,80.693000793457,80.6510009765625,80.572998046875,80.4550018310547,80.463996887207,80.4240036010742,80.4140014648438,80.463996887207,80.4879989624023,80.5810012817383,80.6119995117188,80.5820007324219,80.5189971923828,80.4160003662109,80.3339996337891,80.2009963989258,80.1129989624023,80.0199966430664
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,75.9179992675781,75.9359970092773,75.9509963989258,75.9710006713867,76.0009994506836,76.0410003662109,76.0739974975586,76.1149978637695,76.1579971313477,76.1999969482422,76.2429962158203,76.2770004272461,76.3150024414063,76.3539962768555,76.3850021362305,76.4039993286133,76.4069976806641,76.4029998779297,76.3830032348633,76.3600006103516
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,58.1790008544922,58.189998626709,58.1080017089844,57.9790000915527,57.8460006713867,57.7330017089844,57.8689994812012,57.9589996337891,58.0110015869141,58.0260009765625,57.9959983825684,58.0839996337891,58.076000213623,57.9900016784668,57.8359985351563,57.617000579834,57.4020004272461,57.132999420166,57.0499992370605,56.9770011901855
"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,,,,,47.2378005981445,,,,,42.3608016967773,57.2400016784668,74.9899978637695,,,36.3800010681152,,,,,
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,58.6459999084473,58.6619987487793,58.5589981079102,58.3959999084473,58.2270011901855,58.0810012817383,58.2550010681152,58.3680000305176,58.4329986572266,58.4469985961914,58.4049987792969,58.5139999389648,58.5009994506836,58.3860015869141,58.1870002746582,57.9039993286133,57.6310005187988,57.2890014648438,57.1870002746582,57.0960006713867
"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,,,,,49.7955017089844,,,,,45.0493011474609,55.4599990844727,73.9300003051758,,,39.7799987792969,,,,,
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,57.726001739502,57.7330017089844,57.6720008850098,57.576000213623,57.4790000915527,57.3969993591309,57.4970016479492,57.5639991760254,57.6059989929199,57.6199989318848,57.6030006408691,57.6699981689453,57.6679992675781,57.609001159668,57.5,57.3409996032715,57.181999206543,56.9830017089844,56.9179992675781,56.8610000610352
"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,,,,,45.0373001098633,,,,,39.9225997924805,58.810001373291,75.9800033569336,,,33.2700004577637,,,,,
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,,30.1,,,,,,,,,,,,,,,,,,
"Children in employment, work only (% of children in employment, ages 7-14)",SL.TLF.0714.WK.ZS,,26.6,,,,,,,,,,,,,,,,,,
"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,14.6,,,,,,,,,,,,,,,,,,
"Children in employment, work only, male (% of male children in employment, ages 7-14)",SL.TLF.0714.WK.MA.ZS,,24.7,,,,,,,,,,,,,,,,,,
"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,,14.9,,,,,,,,,,,,,,,,,,
"Children in employment, work only, female (% of female children in employment, ages 7-14)",SL.TLF.0714.WK.FE.ZS,,28.4,,,,,,,,,,,,,,,,,,
"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,,14.4,,,,,,,,,,,,,,,,,,
"Children in employment, study and work (% of children in employment, ages 7-14)",SL.TLF.0714.SW.ZS,,73.4,,,,,,,,,,,,,,,,,,
"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,,12.5,,,,,,,,,,,,,,,,,,
"Children in employment, study and work, male (% of male children in employment, ages 7-14)",SL.TLF.0714.SW.MA.ZS,,75.3,,,,,,,,,,,,,,,,,,
"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,,12.5,,,,,,,,,,,,,,,,,,
"Children in employment, study and work, female (% of female children in employment, ages 7-14)",SL.TLF.0714.SW.FE.ZS,,71.6,,,,,,,,,,,,,,,,,,
"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,,12.5,,,,,,,,,,,,,,,,,,
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,,30,,,,,,,,,,,,,,,,,,
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,,30.1,,,,,,,,,,,,,,,,,,
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,52.1080017089844,52.6419982910156,53.9480018615723,54.4269981384277,54.7379989624023,52.6459999084473,51.0460014343262,49.1220016479492,46.9490013122559,45.7649993896484,43.1269989013672,40.8190002441406,41.015998840332,41.5009994506836,42.0250015258789,42.3839988708496,42.3240013122559,42.484001159668,42.6759986877441,42.8819999694824
"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,53.4449996948242,53.8639984130859,55.0200004577637,55.4109992980957,55.6220016479492,53.4959983825684,51.7690010070801,49.6710014343262,47.3450012207031,45.9280014038086,43.1949996948242,40.7569999694824,40.8219985961914,41.1720008850098,41.5789985656738,41.8470001220703,41.765998840332,41.8699989318848,41.9959983825684,42.1300010681152
"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,50.6809997558594,51.3359985351563,52.7929992675781,53.3680000305176,53.7890014648438,51.7470016479492,50.2890014648438,48.5540008544922,46.5429992675781,45.5979995727539,43.056999206543,40.8819999694824,41.2130012512207,41.8330001831055,42.4729995727539,42.9249992370605,42.8839988708496,43.0999984741211,43.3569984436035,43.6349983215332
